country,id,series,shot,year,month,day,time,site,lat,lon,height,groundheight,type,purpose,yieldmin,yieldmax,yieldest,yield,seismic,crater
ussr,263,1966,255 Urta-Bulak,1966,9,30,5:59:51,-UZ,38.968,64.517,-1532,,UG-S,I-FE,30,,30,30,5.1,C
ussr,264,1966,256,1966,10,19,3:58:00,STS-D,49.74194,78.02556,,721,UG-T,WR,20,150,23,55,5.7,C
ussr,265,1966,258,1966,10,27,5:57:58,NZ-NS,73.387,54.836,-700,,UG-T,WR,150,1500,420,700,6.49,
ussr,266,1966,257,1966,10,27,6:00,NZ-NS,73.4,54.8,,,UG-T,WR,150,1500,,700,,
ussr,267,1966,259,1966,10,29,3:58:00,STS-D,49.78472,77.99944,,705,UG-T,WR,0.001,20,,,,
ussr,268,1966,260,1966,11,19,3:58:00,STS-D,49.82972,78.0575,,625,UG-T,WR,0.001,20,,,,
ussr,269,1966,261                 S,1966,12,3,5:02:00,STS-D,49.74028,78.03083,,665,UG-T,WR,0.001,20,3.6,4.6,4.8,C
ussr,270,1966,261                 SS,1966,12,3,5:02:00,STS-D,49.74028,78.03083,,665,UG-T,PR,0.001,20,,,,C
ussr,271,1966,262,1966,12,18,4:58:00,STS-SU,49.92458,77.74722,,,UG-S,PR,20,150,38,100,5.92,
ussr,272,1967,263                 S,1967,1,30,4:02:00,STS-D,49.77306,77.99,,727,UG-T,WR,0.001,20,3.6,4.6,4.8,C
ussr,273,1967,263                 SS,1967,1,30,4:02:00,STS-D,49.77306,77.99,,727,UG-T,WR,0.001,20,,,,C
ussr,274,1967,264,1967,2,26,3:58:00,STS-D,49.73944,78.08639,,676,UG-T,FS,20,150,61,130,6.03,
ussr,275,1967,265                 S,1967,3,25,5:58:01,STS-D,49.75333,78.05361,,728,UG-T,WR,0.001,20,11,18,5.3,
ussr,276,1967,265                 SS,1967,3,25,5:58:01,STS-D,49.75333,78.05361,,728,UG-T,WE,0.001,20,,,,
ussr,277,1967,266,1967,4,20,4:08:00,STS-D,49.73611,78.10722,,739,UG-T,PR,20,150,18,37,5.56,C
ussr,278,1967,267                 S,1967,5,28,4:08:00,STS-D,49.75167,78.00833,,765,UG-T,PR,0.001,20,14,28,5.46,
ussr,279,1967,267                 SS,1967,5,28,4:08:00,STS-D,49.75167,78.00833,,765,UG-T,PR,0.001,20,,,,
ussr,280,1967,268,1967,6,29,2:57:00,STS-D,49.82222,78.04333,,653,UG-T,WR,0.001,20,11,20,5.34,C
ussr,281,1967,269,1967,7,15,3:27:00,STS-D,49.84417,78.11556,,580,UG-T,PR,0.001,20,14,23,5.39,C
ussr,282,1967,270                 S,1967,8,4,6:58:00,STS-D,49.75444,78.05028,,537,UG-T,WR,0.001,20,11,19,5.32,
ussr,283,1967,270                 SS,1967,8,4,6:58:00,STS-D,49.75444,78.05028,,537,UG-T,WR,0.001,20,,,,
ussr,284,1967,271,1967,9,2,4:04:00,STS-D,49.74194,78.02556,,721,UG-T,WR,0.001,20,,0.7,4.1,
ussr,285,1967,272,1967,9,16,4:04:00,STS-SU,49.93719,77.72811,,,UG-S,WR,0.001,20,11,16,5.25,
ussr,286,1967,273,1967,9,22,5:03:59,STS-SU,49.95964,77.69106,,,UG-S,WR,10,,9.2,10,5.16,C
ussr,287,1967,274 Tavda,1967,10,6,6:59:58,-RU-T,57.7,65.2,-170,,UG-S,I-CV,0.3,,5.2,0.3,4.7,C
ussr,288,1967,275                 S,1967,10,17,5:04:00,STS-D,49.78444,77.99778,,698,UG-T,PR,0.001,20,23,45,5.63,C
ussr,289,1967,275                 SS,1967,10,17,5:04:00,STS-D,49.78444,77.99778,,698,UG-T,PR,0.001,20,,,,C
ussr,290,1967,276                 S,1967,10,21,4:59:58,NZ-NS,73.39,54.81,-600,,UG-T,WR,150,1500,260,260,5.98,
ussr,291,1967,276                 SS,1967,10,21,4:59:59,NZ-NS,73.4,54.8,-500,,UG-T,WR,20,150,,,,C
ussr,292,1967,277,1967,10,30,6:04:00,STS-D,49.79722,77.99944,,670,UG-T,WR,0.001,20,11,25,5.41,C
ussr,293,1967,278,1967,11,22,4:04:00,STS-SU,49.94194,77.68683,,,UG-S,WR,0.001,20,3.6,1.6,4.41,C
ussr,294,1967,279,1967,12,8,6:04:00,STS-D,49.81833,78.17083,,504,UG-T,WR,0.001,20,14,19,5.31,
ussr,295,1968,280,1968,1,7,3:47:00,STS-D,49.75389,78.04694,,698,UG-T,PR,0.001,20,7.3,7.5,4.98,
ussr,296,1968,281,1968,4,24,10:36:00,STS-D,49.84167,78.10722,,587,UG-T,WR,0.001,20,5.7,6.2,4.91,
ussr,297,1968,282 Pamuk,1968,5,21,3:59:12,-UZ,38.918,65.032,-2440,,UG-S,I-FE,47,,47,47,5.4,C
ussr,298,1968,283,1968,5,23,,STS-D,49.83333,78.09278,,617,UG-T,WR,0,0.001,,0.001,,C
ussr,299,1968,284,1968,6,11,3:06:00,STS-D,49.79861,78.15,,660,UG-T,WR,0.001,20,9.2,15,5.24,
ussr,300,1968,285,1968,6,19,5:06:00,STS-B,49.98025,78.9855,,,UG-S,FS,0.001,20,18,18,5.28,C
ussr,301,1968,286 Galit,1968,7,1,4:02:01,-KZ-BA,47.909,47.912,-590,,UG-S,I-CV,27,,25,27,5.5,
ussr,302,1968,287                 S,1968,7,12,12:08:00,STS-D,49.75556,78.09917,-172,642,UG-T,WR,0.001,20,11,24,5.4,
ussr,303,1968,287                 SS,1968,7,12,12:08:00,STS-D,49.75556,78.09917,,642,UG-T,WR,0.001,20,,,,
ussr,304,1968,288                 S,1968,8,20,4:06:00,STS-D,49.82056,78.08111,,705,UG-T,WR,0.001,20,3.6,4.6,4.8,
ussr,305,1968,288                 SS,1968,8,20,4:06:00,STS-D,49.82056,78.08111,,705,UG-T,SE,0,0.001,,0.001,,
ussr,306,1968,289,1968,9,5,4:06:00,STS-D,49.73806,78.08083,,651,UG-T,WE,0.001,20,14,32,5.5,C
ussr,307,1968,290 Argon,1968,9,29,3:43:00,STS-D,49.80417,78.10556,,675,UG-T,WE,60,,38,60,5.8,C
ussr,308,1968,291 Telkem-1,1968,10,21,3:52:00,STS-T,49.72786,78.48628,-31.4,,UG-S,I-EM,0.24,,,0.24,4.05,70
ussr,309,1968,292,1968,10,29,3:54:00,STS-D,49.83333,78.09278,,617,UG-T,WR,0.001,20,,,,
ussr,310,1968,293                 S,1968,11,7,10:02:05,NZ-NS,73.387,54.858,-1000,,UG-T,WR,0,0.001,330,0.001,6.13,
ussr,311,1968,293                 SS,1968,11,7,10:02:06,NZ-NS,73.387,54.858,,,UG-T,WR,150,1500,,165,,
ussr,312,1968,293                 SS,1968,11,7,10:02:06,NZ-NS,73.387,54.858,,,UG-T,WR,150,1500,,165,,
ussr,313,1968,294,1968,11,9,2:54:00,STS-D,49.79972,78.14444,,724,UG-T,PR,0.001,20,4.5,4,4.75,C
ussr,314,1968,295 Telkem-2        S,1968,11,12,7:30:00,STS-T,49.712,78.461,-31.4,,UG-S,I-EM,0.24,,,0.24,4.24,64
ussr,315,1968,295 Telkem-2        SS,1968,11,12,7:30:00,STS-T,49.7,78.5,,,UG-S,I-EM,0.24,,,0.24,,64
ussr,316,1968,295 Telkem-2        SS,1968,11,12,7:30:00,STS-T,49.7,78.5,,,UG-S,I-EM,0.24,,,0.24,,64
ussr,317,1968,296,1968,12,18,5:02:00,STS-D,49.74083,78.08778,-194,670,UG-T,PR,0.001,20,5.7,8.9,5.04,C
ussr,318,1969,297,1969,3,7,8:27:00,STS-D,49.82833,78.05972,,650,UG-T,WR,20,150,23,49,5.66,C
ussr,319,1969,298,1969,4,4,4:57:00,STS-D,49.75333,78.05361,,728,UG-T,WR,0.001,20,,,,
ussr,320,1969,299,1969,4,13,,STS-D,49.73556,78.10472,,673,UG-T,PR,0.001,20,,,,
ussr,321,1969,300,1969,5,16,4:03:00,STS-D,49.76778,78.08167,,629,UG-T,WR,0.001,20,9.2,16,5.26,C
ussr,322,1969,301,1969,5,31,5:01:59,STS-SU,49.95031,77.69422,,,UG-S,WR,0.001,20,11,18,5.29,
ussr,323,1969,302                 S,1969,7,4,2:47:00,STS-D,49.75417,78.10917,,599,UG-T,PR,0.001,20,9.2,15,5.24,
ussr,324,1969,302                 SS,1969,7,4,2:47:00,STS-D,49.75417,78.10917,,599,UG-T,WR,0.001,20,,,,
ussr,325,1969,303,1969,7,23,2:47:00,STS-D,49.81972,78.13722,,659,UG-T,WR,16,,14,16,5.5,C
ussr,326,1969,304 Grifon-1,1969,9,2,4:59:59,-RU-P,57.22,55.393,-1210,,UG-S,I-OS,7.6,,8,7.6,4.8,C
ussr,327,1969,305 Grifon-2,1969,9,8,4:59:59,-RU-P,57.22,55.417,-1210,,UG-S,I-OS,7.6,,8,7.6,4.8,C
ussr,328,1969,306                 S,1969,9,11,4:02:00,STS-D,49.77778,77.98639,,682,UG-T,PR,0.001,20,5.7,6.2,4.91,C
ussr,329,1969,306                 SS,1969,9,11,4:02:00,STS-D,49.77778,77.98639,,682,UG-T,PR,0.001,20,,,,C
ussr,330,1969,307,1969,9,26,6:59:58,-RU,45.848,42.6,-725,,UG-S,I-OS,10,,,10,5.6,C
ussr,331,1969,308                 S,1969,10,1,4:03:00,STS-D,49.78639,78.10806,,634,UG-T,WR,0.001,20,9.2,16,5.26,C
ussr,332,1969,308                 SS,1969,10,1,4:03:00,STS-D,49.78639,78.10806,,634,UG-T,WR,0.001,20,,,,C
ussr,333,1969,309                 S,1969,10,14,7:00:07,NZ-NS,73.39,54.787,-500,,UG-T,WR,20,150,540,540,6.3,C
ussr,334,1969,309                 SS,1969,10,14,7:00:07,NZ-NS,73.39,54.787,,,UG-T,WR,150,1500,,,,C
ussr,335,1969,309                 SS,1969,10,14,7:00:07,NZ-NS,73.4,54.8,-520,,UG-T,WR,150,1500,,,,
ussr,336,1969,310,1969,10,30,,STS-D,49.84417,78.11556,,580,UG-T,SE,0.001,20,,,,
ussr,337,1969,311,1969,11,27,5:02:00,STS-D,49.83667,78.05972,,600,UG-T,PR,0.001,20,,,,
ussr,338,1969,312,1969,11,30,3:33:00,STS-B,49.92428,78.95575,,,UG-S,WR,125,,54,125,6.02,
ussr,339,1969,313 Say-Utes-1,1969,12,6,7:03:00,-KZ-MA,43.867,54.8,-410,,UG-S,I-EM,30,,70,30,5.8,C
ussr,340,1969,314,1969,12,28,3:47:00,STS-SU,49.93733,77.71422,,,UG-S,WR,40,,30,40,5.79,C
ussr,341,1969,315,1969,12,29,4:02:00,STS-D,49.73222,78.10444,,496,UG-T,PR,0.001,20,7.3,10,5.1,
ussr,342,1970,316                 S,1970,1,29,7:03:00,STS-D,49.79222,78.11306,,727,UG-T,WE,0.001,20,18,42,5.6,C
ussr,343,1970,316                 SS,1970,1,29,7:03:00,STS-D,49.79222,78.11306,,727,UG-T,WE,0.001,20,,,,C
ussr,344,1970,316                 SS,1970,1,29,7:03:00,STS-D,49.79222,78.11306,,727,UG-T,WE,0.001,20,,,,C
ussr,345,1970,317,1970,2,18,,STS-D,49.73083,78.1025,,700,UG-T,SE,0,0.001,,0.001,,C
ussr,346,1970,318,1970,3,27,5:03:00,STS-D,49.74444,78.00333,,698,UG-T,PR,0.001,20,5.7,6.5,4.93,
ussr,347,1970,319,1970,5,27,4:03:00,STS-D,49.73139,78.10111,,580,UG-T,WR,0.001,20,0.29,0.9,4.2,C
ussr,348,1970,320 Magistral,1970,6,25,4:59:56,-RU-O,52.2,55.7,-700,,UG-S,I-CV,2.3,,8.4,2.3,4.9,C
ussr,349,1970,321,1970,6,28,1:58:00,STS-D,49.79333,78.11306,-332,656,UG-T,WR,20,150,30,88,5.87,C
ussr,350,1970,322                 S,1970,6,28,1:58,STS-D,49.78222,78.05333,,650,UG-T,PR,0.001,20,,,,C
ussr,351,1970,322                 SS,1970,6,28,1:58,STS-D,49.78222,78.05333,,650,UG-T,WR,0.001,20,,,,C
ussr,352,1970,323,1970,7,21,3:03:00,STS-SU,49.95242,77.67289,,,UG-S,WR,0.001,20,14,23,5.38,C
ussr,353,1970,324,1970,7,24,3:57:00,STS-D,49.81361,78.13222,,732,UG-T,WR,0.001,20,11,20,5.34,C
ussr,354,1970,325,1970,9,6,4:03,STS-D,49.78889,77.9975,,680,UG-T,WR,0.001,20,,,,
ussr,355,1970,326,1970,9,6,4:03:00,STS-D,49.7525,78.00528,,752,UG-T,PR,0.001,20,14,34,5.53,C
ussr,356,1970,327                 S,1970,10,14,5:59:58,NZ-NS,73.304,55.027,-1200,,UG-T,WR,150,1500,2200,2200,6.79,
ussr,357,1970,327                 SS,1970,10,14,5:59:58,NZ-NS,73.304,55.027,,,UG-T,WR,150,1500,,,,
ussr,358,1970,327                 SS,1970,10,14,5:59:58,NZ-NS,73.304,55.027,,,UG-T,WR,150,1500,,,,
ussr,359,1970,328,1970,11,4,6:03:00,STS-SU,49.98922,77.76244,,,UG-S,PR,0.001,20,14,27,5.44,
ussr,360,1970,329 Say-Utes-2,1970,12,12,7:01:00,-KZ-MA,43.85,54.8,-740,,UG-S,I,80,,113,80,6,C
ussr,361,1970,330,1970,12,17,7:01:00,STS-D,49.75194,78.10167,,624,UG-T,WR,20,150,14,26,5.43,C
ussr,362,1970,331 Say-Utes-3,1970,12,23,7:01:00,-KZ-MA,44.025,54.933,-500,,UG-S,I,75,,113,75,6,C
ussr,363,1971,332,1971,1,29,5:03:00,STS-D,49.80528,78.16861,,657,UG-T,WE,0.001,20,,1.8,4.47,
ussr,364,1971,333,1971,3,22,4:33:00,STS-D,49.79333,78.11306,,656,UG-T,PR,20,150,30,67,5.77,C
ussr,365,1971,334,1971,3,22,4:33,STS-D,49.77444,78.08278,,601,UG-T,WR,0.001,20,,,,
ussr,366,1971,335 Taiga           S,1971,3,23,6:59:58,-RU-P,61.4,56.2,-128,,UG-S,I-EM,15,,45,15,5.5,C
ussr,367,1971,335 Taiga           SS,1971,3,23,6:59:58,-RU-P,61.4,56.2,-128,,UG-S,I,15,,,15,,C
ussr,368,1971,335 Taiga           SS,1971,3,23,6:59:58,-RU-P,61.4,56.2,-128,,UG-S,I,15,,,15,,C
ussr,369,1971,336,1971,4,9,2:33:00,STS-D,49.83222,78.03861,,632,UG-T,I,0.23,,,0.23,,
ussr,370,1971,337,1971,4,25,3:33:00,STS-D,49.78028,78.03667,,689,UG-T,WR,90,,53,90,6.08,C
ussr,371,1971,338,1971,5,25,4:03:00,STS-D,49.80417,78.145,,761,UG-T,WR,0.001,20,6,9,5.05,
ussr,372,1971,339,1971,6,6,4:03:00,STS-SU,49.97542,77.66028,,,UG-S,WR,16,,17,16,5.53,
ussr,373,1971,340,1971,6,19,4:04:00,STS-SU,49.96903,77.64081,,,UG-S,WR,0.001,20,15,35,5.54,
ussr,374,1971,341,1971,6,30,3:57:00,STS-B,49.946,78.98047,,,UG-S,WR,0.001,20,5,5,4.94,C
ussr,375,1971,342 Globus-4,1971,7,2,17:00:01,-RU,67.283,63.467,-540,,UG-S,I-SS,2.3,,5.2,2.3,4.7,C
ussr,376,1971,343 Globus-3,1971,7,10,17:00:01,-RU,64.167,55.267,-470,,UG-S,I-SS,2.3,,17,2.3,5.2,C
ussr,377,1971,344 Globus-1,1971,9,19,11:00:01,-RU,57.508,42.643,-610,,UG-S,I-SS,2.3,,3.3,2.3,4.5,
ussr,378,1971,345                 S,1971,9,27,5:59:56,NZ-NS,73.393,54.92,-1200,,UG-T,WR,150,1500,2450,2450,6.67,
ussr,379,1971,345                 SS,1971,9,27,5:59:56,NZ-NS,73.393,54.92,,,UG-T,WR,150,1500,,,,
ussr,380,1971,345                 SS,1971,9,27,5:59:56,NZ-NS,73.393,54.92,,,UG-T,WR,150,1500,,,,
ussr,381,1971,345                 SS,1971,9,27,5:59:56,NZ-NS,73.393,54.92,,,UG-T,WR,150,1500,,,,
ussr,382,1971,346 Globus-2,1971,10,4,10:00:00,-RU-A,61.358,48.092,-595,,UG-S,I-SS,2.3,,4.1,2.3,4.6,C
ussr,383,1971,347,1971,10,9,6:03:00,STS-SU,49.97789,77.64144,,,UG-S,WR,12,,12,12,5.37,
ussr,384,1971,348,1971,10,21,6:03:00,STS-SU,49.97381,77.59733,,,UG-S,WR,23,,19,23,5.58,
ussr,385,1971,349 Sapfir-1,1971,10,22,5:00:01,-RU-O,51.6,54.45,-1140,,UG-S,I-CV,15,,17,15,5.2,C
ussr,386,1971,350                 S,1971,11,29,6:03:00,STS-D,49.73778,78.08139,,766,UG-T,WR,0.001,20,16,28,5.46,C
ussr,387,1971,350                 SS,1971,11,29,6:03:00,STS-D,49.73778,78.08139,,766,UG-T,WR,0.001,20,,,,C
ussr,388,1971,351,1971,12,15,7:54:00,STS-D,49.83056,77.99333,-115,691,UG-T,WE,0.001,20,4.5,6,4.9,
ussr,389,1971,352 Galit,1971,12,22,6:59:59,-KZ-BA,47.897,48.133,-987,,UG-S,I,64,,57,64,6,C
ussr,390,1971,353,1971,12,30,6:21:00,STS-D,49.74917,78.00611,,714,UG-T,WR,0.001,20,36,50,5.84,C
ussr,391,1971,354,1971,12,30,6:21,STS-D,49.755,78.0475,,715,UG-T,WR,20,150,,,,C
ussr,392,1972,355,1972,2,10,5:03:00,STS-B,50.02428,78.87808,,,UG-S,WR,16,,13,16,5.27,
ussr,393,1972,356                 S,1972,3,10,4:57:00,STS-D,49.75194,78.11806,,672,UG-T,WR,0.001,20,15,28,5.45,
ussr,394,1972,356                 SS,1972,3,10,4:57:00,STS-D,49.75194,78.11806,,672,UG-T,WR,0.001,20,,,,
ussr,395,1972,357                 S,1972,3,28,4:22:00,STS-D,49.73417,78.0825,,655,UG-T,WR,0.001,20,6,6,5.18,C
ussr,396,1972,357                 SS,1972,3,28,4:22:00,STS-D,49.73417,78.0825,,655,UG-T,PR,0.001,20,,,,C
ussr,397,1972,357                 SS,1972,3,28,4:22:00,STS-D,49.73417,78.0825,,655,UG-T,SE,0,0.001,,0.001,,C
ussr,398,1972,358 Crater,1972,4,11,6:00:02,-TU,37.35,62.05,-1720,,UG-S,I-FE,15,,8.4,15,4.9,C
ussr,399,1972,359,1972,4,20,,STS-D,49.84167,78.10722,,587,UG-T,SE,0,0.001,,0.001,,C
ussr,400,1972,360,1972,6,7,1:28,STS-D,49.83167,78.10944,,618,UG-T,WR,0.001,20,,,,C
ussr,401,1972,361,1972,6,7,1:28:00,STS-D,49.77306,77.99,,620,UG-T,WE,0.001,20,14,25,5.42,C
ussr,402,1972,362,1972,7,6,1:03:00,STS-D,49.73611,78.10917,,650,UG-T,WE,0.001,20,1.5,1.5,4.4,C
ussr,403,1972,363 Fakel,1972,7,9,7:00:01,-UK,49.8,35.4,-2483,,UG-S,I-FE,3.8,,38,3.8,4.8,C
ussr,404,1972,364,1972,7,27,10:00,NZ-SS,70.8,53.8,,,UG-S,FS,0.001,20,,10,,C
ussr,405,1972,365,1972,8,16,3:17:00,STS-D,49.77056,78.05722,,555,UG-T,WE,8,,7.8,8,5.11,
ussr,406,1972,366 Region-3,1972,8,20,3:00:00,-KZ,49.4,48.142,-490,,UG-S,I-SS,6.6,,55,6.6,5.7,C
ussr,407,1972,367,1972,8,26,3:47:00,STS-SU,49.98197,77.71661,,,UG-S,WR,0.001,20,13,21,5.36,
ussr,408,1972,368                 S,1972,8,28,5:59:57,NZ-NS,73.388,54.847,-900,,UG-T,WR,150,1500,1130,1120,6.49,
ussr,409,1972,368                 SS,1972,8,28,5:59:57,NZ-NS,73.388,54.847,,,UG-T,WR,20,150,,,,
ussr,410,1972,368                 SS,1972,8,28,5:59:57,NZ-NS,73.388,54.847,,,UG-T,WR,150,1500,,,,
ussr,411,1972,368                 SS,1972,8,28,5:59:57,NZ-NS,73.388,54.847,,,UG-T,WR,150,1500,,,,
ussr,412,1972,369,1972,9,2,8:57:00,STS-SU,49.95942,77.64089,,,UG-S,WR,2,,4.3,2,5.1,
ussr,413,1972,370 Dnepr-1,1972,9,4,7:00:00,-RU-M,67.75,33.1,-130,,UG-T,I,2.1,,4.1,2.1,4.6,C
ussr,414,1972,371 Region-1,1972,9,21,9:00:00,-RU-O,52.118,52.068,-490,,UG-S,I-SS,2.3,,10,2.3,5,C
ussr,415,1972,372 Region-4,1972,10,3,9:00:00,-RU,46.853,44.938,-490,,UG-S,I-SS,6.6,,44,6.6,5.6,C
ussr,416,1972,373,1972,11,2,1:27:00,STS-B,49.92697,78.81725,,,UG-S,WR,165,,100,165,6.16,
ussr,417,1972,374 Region-2,1972,11,24,9:00:00,-RU-O,51.99,51.867,-680,,UG-S,I-SS,2.3,,3.3,2.3,4.5,C
ussr,418,1972,375 Region-5,1972,11,24,10:00:00,-KZ,51.842,64.21,-425,,UG-S,I-SS,6.6,,17,6.6,5.2,C
ussr,419,1972,376                 S,1972,12,10,4:27:00,STS-D,49.82611,78.09194,,660,UG-T,WR,0.001,20,23,58,5.72,C
ussr,420,1972,376                 SS,1972,12,10,4:27:00,STS-D,49.82806,78.05806,,646,UG-T,WR,20,150,,,,C
ussr,421,1972,377,1972,12,10,4:27:10,STS-B,50.027,78.99556,-378,,UG-S,PR,140,,150,140,5.96,110
ussr,422,1972,378,1972,12,28,4:27:00,STS-D,49.73611,78.10722,,739,UG-T,WR,0.001,20,0.39,,4.6,
ussr,423,1973,379,1973,2,16,5:03:00,STS-D,49.81583,78.10667,,768,UG-T,WR,20,150,17,42,5.6,
ussr,424,1973,380,1973,4,19,4:33:00,STS-SU,49.984,77.614,,,UG-S,WR,0.001,20,12,21,5.36,
ussr,425,1973,381                 S,1973,7,10,1:27:00,STS-D,49.79111,78.01278,,684,UG-T,WR,0.001,20,11,20,5.34,C
ussr,426,1973,381                 SS,1973,7,10,1:27:00,STS-D,49.79111,78.01278,,684,UG-T,WR,0.001,20,,,,C
ussr,427,1973,381                 SS,1973,7,10,1:27:00,STS-D,49.79111,78.01278,,684,UG-T,SE,0,0.001,,0.001,,C
ussr,428,1973,382,1973,7,23,1:23:00,STS-B,49.96889,78.8175,-465,,UG-S,PR,150,1500,212,212,6.17,300
ussr,429,1973,383 Meridian-3,1973,8,15,2:00:00,-KZ,42.775,67.408,-610,,UG-S,I-SS,6.3,,21,6.3,5.3,C
ussr,430,1973,384 Meridian-1,1973,8,28,3:00:00,-KZ,50.527,68.323,-400,,UG-S,I-SS,6.3,,17,6.3,5.2,C
ussr,431,1973,385                 S,1973,9,12,6:59:55,NZ-NS,73.314,55.056,-1500,,UG-T,WR,1500,10000,4000,3800,6.97,
ussr,432,1973,385                 SS,1973,9,12,6:59:55,NZ-NS,73.314,55.056,,,UG-T,WR,150,1500,,,,
ussr,433,1973,385                 SS,1973,9,12,6:59:55,NZ-NS,73.314,55.056,,,UG-T,WR,150,1500,,,,
ussr,434,1973,385                 SS,1973,9,12,6:59:55,NZ-NS,73.314,55.056,,,UG-T,WR,150,1500,,,,
ussr,435,1973,386 Meridian-2,1973,9,19,3:00:00,-KZ,45.758,67.825,-400,,UG-S,I-SS,6.3,,13,6.3,5.1,C
ussr,436,1973,387,1973,9,20,,STS-B,49.96167,78.85556,,,UG-S,WR,0,0.001,,0.001,,C
ussr,437,1973,388,1973,9,27,7:00:01,NZ-SS,70.731,53.836,-880,,UG-S,FS,20,150,150/10,180,5.89,
ussr,438,1973,389 Sapfir-2,1973,9,30,5:00:00,-RU-O,51.65,54.55,-1145,,UG-S,I-CV,10,,17,10,5.2,C
ussr,439,1973,391,1973,10,26,4:27:00,STS-D,49.75222,78.1325,,575,UG-T,WE,0.001,20,6.6,15,5.23,
ussr,440,1973,390 Kama-2,1973,10,26,6:00:00,-RU-BK,53.65,55.4,-2030,,UG-S,I-CV,10,,10,10,4.8,C
ussr,441,1973,392,1973,10,27,7:00:01,NZ-SS,70.78,54.035,-1900,,UG-S,WR,1500,10000,4000,4000,6.98,C
ussr,442,1973,393,1973,11,4,3:57:00,STS-B,50.06306,78.93306,,,UG-S,WR,0.001,20,,,,
ussr,443,1973,394,1973,12,14,7:47:00,STS-B,50.04381,78.98569,,,UG-S,WR,20,150,80,80,6,
ussr,444,1973,395,1973,12,31,4:03:00,STS-D,49.73944,78.08639,-157,676,UG-T,WR,0.001,20,0.5,0.5,,C
ussr,445,1974,396                 S,1974,1,30,4:57:05,STS-D,49.82333,78.04167,,677,UG-T,WE,0.001,20,14,24,5.4,C
ussr,446,1974,396                 SS,1974,1,30,4:57:05,STS-D,49.82333,78.04167,,677,UG-T,WE,0.001,20,4.5,6,4.9,C
ussr,447,1974,396                 SS,1974,1,30,4:57:05,STS-D,49.82333,78.04167,,677,UG-T,WE,0.001,20,,,,C
ussr,448,1974,397,1974,2,28,,STS-D,49.83167,78.10944,,618,UG-T,SE,0,0.001,,0.001,,C
ussr,449,1974,398,1974,4,16,5:53:00,STS-B,50.02444,78.92639,,,UG-S,WR,0.001,20,1,1,4.9,
ussr,450,1974,399,1974,5,16,3:03:00,STS-D,49.73972,78.03583,,652,UG-T,WR,0.001,20,10,18,5.3,C
ussr,451,1974,400,1974,5,31,3:27:00,STS-B,49.96056,78.84417,-316,,UG-S,PR,20,150,71,71,5.9,200
ussr,452,1974,401,1974,6,25,3:57:00,STS-D,49.83056,78.10139,,630,UG-T,WE,0.001,20,1.8,3.5,4.7,C
ussr,453,1974,402 Kama-1,1974,7,8,6:00:00,-RU-BK,53.7,55.1,-2130,,UG-S,I-CV,10,,4.1,10,4.6,C
ussr,454,1974,403,1974,7,10,2:57:00,STS-D,49.77722,78.1125,,600,UG-T,WR,0.001,20,8.4,18,5.3,C
ussr,455,1974,404,1974,7,29,3:28:00,STS-B,49.9375,78.93583,,,UG-S,WR,0.001,20,,,,
ussr,456,1974,405 Gorizont-2,1974,8,14,15:00:00,-RU-T,68.903,75.823,-550,,UG-S,I-SS,7.6,,27,7.6,5.4,C
ussr,457,1974,407                 S,1974,8,29,9:59:56,NZ-NS,73.397,54.905,-1000,,UG-T,WR,150,1500,570,1200,6.58,
ussr,458,1974,407                 SS,1974,8,29,9:59:56,NZ-NS,73.397,54.905,,,UG-T,WR,150,1500,,,,
ussr,459,1974,407                 SS,1974,8,29,9:59:56,NZ-NS,73.397,54.905,,,UG-T,WR,20,150,,,,
ussr,460,1974,407                 SS,1974,8,29,9:59:56,NZ-NS,73.397,54.905,,,UG-T,WR,0.001,20,,,,
ussr,461,1974,407                 SS,1974,8,29,9:59:56,NZ-NS,73.397,54.905,,,UG-T,WR,150,1500,,,,
ussr,462,1974,406 Gorizont-1,1974,8,29,15:00:00,-RU,67.085,62.625,-590,,UG-S,I-SS,7.6,,10,7.6,5,C
ussr,463,1974,408,1974,9,13,3:03:00,STS-D,49.76972,78.05528,,690,UG-T,WE,0.001,20,8.6,14,5.2,C
ussr,464,1974,409 Kristall,1974,10,2,1:00:01,-RU,66.1,112.65,-98,305,UG-S,I-EM,1.7,,,1.7,4.6,60
ussr,465,1974,410 Argon-3,1974,10,16,6:33:00,STS-B,49.9875,78.89417,,,UG-S,WE,0.001,20,19,19,5.5,C
ussr,466,1974,411,1974,11,2,5:00:00,NZ-SS,70.81,53.91,-1500,,UG-S,WR,1500,10000,2000,2300,6.81,C
ussr,467,1974,412,1974,11,28,5:57:00,STS-SU,49.95,77.7,,,UG-S,WR,0.001,20,,0.01,2.7,
ussr,468,1974,413 Lazurit,1974,12,7,5:59:59,STS-M,49.916,77.605,-75,,UG-S,I-EM,1.7,,1.8,1.7,4.7,
ussr,469,1974,414,1974,12,16,6:23:00,STS-D,49.76778,78.08167,,629,UG-T,WR,0.001,20,5.7,6.7,4.94,
ussr,470,1974,415,1974,12,16,6:41:00,STS-D,49.83306,78.02667,-126,600,UG-T,I,3.8,,3.6,3.8,4.89,C
ussr,471,1974,416,1974,12,27,5:46:59,STS-B,49.96583,79.00333,,,UG-S,WR,20,150,36,36,5.5,C
